time,side,price,amount,fee,usdt_after,btc_after
2025-11-03T22:25:00+08:00,buy,107593,0.000929,2.8e-07,1105.73,0.055048
2025-11-03T23:25:00+08:00,buy,106896,0.000935,2.8e-07,1005.7,0.055983
2025-11-03T23:30:00+08:00,buy,106204,0.000942,2.8e-07,905.67,0.056924
2025-11-04T01:20:00+08:00,sell,107231,0.000933,2.8e-07,1005.64,0.055991
2025-11-04T04:20:00+08:00,buy,106625,0.000938,2.8e-07,905.61,0.056929
2025-11-04T06:30:00+08:00,buy,105943,0.000944,2.8e-07,805.58,0.057872
2025-11-04T06:45:00+08:00,sell,106620,0.000938,2.8e-07,905.55,0.056934
2025-11-04T08:25:00+08:00,buy,105968,0.000944,2.8e-07,805.52,0.057878
2025-11-04T08:35:00+08:00,sell,106616,0.000938,2.8e-07,905.49,0.056939
2025-11-04T13:20:00+08:00,buy,106083,0.000943,2.8e-07,805.46,0.057882
2025-11-04T13:25:00+08:00,buy,105553,0.000947,2.8e-07,705.43,0.058829
2025-11-04T13:40:00+08:00,buy,105025,0.000952,2.9e-07,605.4,0.059781
2025-11-04T13:45:00+08:00,buy,104500,0.000957,2.9e-07,505.37,0.060737
2025-11-04T16:15:00+08:00,buy,103764,0.000964,2.9e-07,405.34,0.061701
2025-11-04T16:25:00+08:00,sell,104495,0.000957,2.9e-07,505.31,0.060744
2025-11-04T18:00:00+08:00,buy,103788,0.000964,2.9e-07,405.28,0.061707
2025-11-04T19:15:00+08:00,sell,104307,0.000959,2.9e-07,505.25,0.060748
2025-11-04T21:25:00+08:00,buy,103697,0.000964,2.9e-07,405.22,0.061712
2025-11-04T22:35:00+08:00,buy,102978,0.000971,2.9e-07,305.19,0.062683
2025-11-04T22:40:00+08:00,sell,103692,0.000964,2.9e-07,405.16,0.061718
2025-11-04T22:50:00+08:00,sell,104411,0.000958,2.9e-07,505.13,0.06076
2025-11-05T00:10:00+08:00,buy,103028,0.000971,2.9e-07,405.1,0.06173
2025-11-05T01:00:00+08:00,buy,102203,0.000978,2.9e-07,305.07,0.062708
2025-11-05T01:10:00+08:00,buy,101384,0.000986,3e-07,205.04,0.063694
2025-11-05T02:30:00+08:00,buy,100154,0.000998,3e-07,105.01,0.064693
2025-11-05T02:50:00+08:00,sell,101369,0.000986,3e-07,204.98,0.063706
2025-11-05T04:05:00+08:00,buy,100305,0.000997,3e-07,104.95,0.064702
2025-11-05T05:35:00+08:00,buy,98955,0.001011,3e-07,4.92,0.065713
2025-11-05T05:55:00+08:00,sell,100287,0.000997,3e-07,104.89,0.064715
2025-11-05T07:05:00+08:00,sell,101580,0.000984,3e-07,204.86,0.063731
2025-11-05T08:30:00+08:00,buy,100917,0.000991,3e-07,104.83,0.064721
2025-11-05T09:15:00+08:00,buy,99888,0.001001,3e-07,4.8,0.065722
2025-11-05T09:55:00+08:00,sell,100906,0.000991,3e-07,104.77,0.064731
2025-11-05T11:25:00+08:00,sell,101959,0.000981,2.9e-07,204.74,0.06375
2025-11-05T16:20:00+08:00,buy,101449,0.000986,3e-07,104.71,0.064735
2025-11-05T19:50:00+08:00,sell,101956,0.000981,2.9e-07,204.68,0.063754
2025-11-05T20:20:00+08:00,sell,102466,0.000976,2.9e-07,304.65,0.062778
2025-11-05T21:50:00+08:00,sell,103193,0.000969,2.9e-07,404.62,0.061808
2025-11-05T22:30:00+08:00,buy,102333,0.000977,2.9e-07,304.59,0.062785
2025-11-05T22:40:00+08:00,sell,103186,0.000969,2.9e-07,404.56,0.061816
2025-11-06T01:25:00+08:00,sell,103999,0.000962,2.9e-07,504.53,0.060854
2025-11-06T03:15:00+08:00,sell,104519,0.000957,2.9e-07,604.5,0.059897
2025-11-06T03:45:00+08:00,buy,103996,0.000962,2.9e-07,504.47,0.060858
2025-11-06T06:00:00+08:00,buy,103476,0.000966,2.9e-07,404.44,0.061824
2025-11-06T07:30:00+08:00,sell,104014,0.000961,2.9e-07,504.41,0.060863
2025-11-06T08:05:00+08:00,buy,103494,0.000966,2.9e-07,404.38,0.061829
2025-11-06T09:20:00+08:00,buy,102889,0.000972,2.9e-07,304.35,0.0628
2025-11-06T09:45:00+08:00,sell,103491,0.000966,2.9e-07,404.32,0.061834
2025-11-06T12:45:00+08:00,sell,104081,0.000961,2.9e-07,504.29,0.060873
2025-11-06T13:10:00+08:00,buy,103561,0.000966,2.9e-07,404.26,0.061838
2025-11-06T15:15:00+08:00,buy,103043,0.00097,2.9e-07,304.23,0.062808
2025-11-06T15:25:00+08:00,sell,103558,0.000966,2.9e-07,404.2,0.061842
2025-11-06T15:40:00+08:00,buy,103040,0.00097,2.9e-07,304.17,0.062812
2025-11-06T20:40:00+08:00,buy,102525,0.000975,2.9e-07,204.14,0.063787
2025-11-06T21:20:00+08:00,sell,103289,0.000968,2.9e-07,304.11,0.062819
2025-11-06T22:35:00+08:00,buy,102493,0.000976,2.9e-07,204.08,0.063794
2025-11-07T00:20:00+08:00,buy,101567,0.000985,3e-07,104.05,0.064779
2025-11-07T00:40:00+08:00,buy,100649,0.000994,3e-07,4.02,0.065772
2025-11-07T02:00:00+08:00,sell,101479,0.000985,3e-07,103.99,0.064786
2025-11-07T02:50:00+08:00,sell,102316,0.000977,2.9e-07,203.96,0.063809
2025-11-07T04:00:00+08:00,buy,101778,0.000983,2.9e-07,103.93,0.064791
2025-11-07T04:15:00+08:00,buy,101243,0.000988,3e-07,3.9,0.065778
2025-11-07T11:00:00+08:00,sell,101891,0.000981,2.9e-07,103.87,0.064796
2025-11-07T14:00:00+08:00,sell,102412,0.000976,2.9e-07,203.84,0.06382
2025-11-07T14:55:00+08:00,buy,101888,0.000981,2.9e-07,103.81,0.064801
2025-11-07T17:00:00+08:00,buy,101379,0.000986,3e-07,3.78,0.065787
2025-11-07T21:10:00+08:00,sell,100161,0.000998,3e-07,103.75,0.064788
2025-11-08T00:20:00+08:00,sell,101281,0.000987,3e-07,203.72,0.063801
2025-11-08T01:25:00+08:00,sell,102364,0.000977,2.9e-07,303.69,0.062823
2025-11-08T03:15:00+08:00,sell,102903,0.000972,2.9e-07,403.66,0.061851
2025-11-08T04:40:00+08:00,sell,103569,0.000966,2.9e-07,503.63,0.060886
2025-11-08T08:30:00+08:00,buy,103038,0.000971,2.9e-07,403.6,0.061856
2025-11-08T12:30:00+08:00,buy,102441,0.000976,2.9e-07,303.57,0.062832
2025-11-08T15:20:00+08:00,buy,101929,0.000981,2.9e-07,203.54,0.063812
2025-11-08T16:10:00+08:00,sell,102468,0.000976,2.9e-07,303.51,0.062836
2025-11-08T19:40:00+08:00,buy,101956,0.000981,2.9e-07,203.48,0.063817
2025-11-09T07:30:00+08:00,sell,102466,0.000976,2.9e-07,303.45,0.062841
2025-11-09T08:15:00+08:00,buy,101954,0.000981,2.9e-07,203.42,0.063821
2025-11-09T11:25:00+08:00,buy,101444,0.000986,3e-07,103.39,0.064807
2025-11-09T12:15:00+08:00,sell,101951,0.000981,2.9e-07,203.36,0.063825
2025-11-09T21:25:00+08:00,sell,102461,0.000976,2.9e-07,303.33,0.062849
2025-11-09T21:50:00+08:00,sell,102973,0.000971,2.9e-07,403.3,0.061878
2025-11-09T22:25:00+08:00,sell,103488,0.000966,2.9e-07,503.27,0.060911
2025-11-09T22:30:00+08:00,sell,104005,0.000961,2.9e-07,603.24,0.059949
2025-11-09T22:35:00+08:00,buy,103485,0.000966,2.9e-07,503.21,0.060915
2025-11-09T22:55:00+08:00,buy,102968,0.000971,2.9e-07,403.18,0.061886
2025-11-10T00:00:00+08:00,sell,103560,0.000966,2.9e-07,503.15,0.06092
2025-11-10T02:45:00+08:00,sell,104078,0.000961,2.9e-07,603.12,0.059959
2025-11-10T04:00:00+08:00,sell,104744,0.000955,2.9e-07,703.09,0.059004
2025-11-10T06:05:00+08:00,buy,104220,0.00096,2.9e-07,603.06,0.059963
2025-11-10T06:50:00+08:00,sell,104741,0.000955,2.9e-07,703.03,0.059008
2025-11-10T08:20:00+08:00,sell,105574,0.000947,2.8e-07,803.0,0.058061
2025-11-10T08:50:00+08:00,sell,106414,0.00094,2.8e-07,902.97,0.057121
2025-11-10T10:00:00+08:00,buy,105718,0.000946,2.8e-07,802.94,0.058067
2025-11-10T11:00:00+08:00,sell,106247,0.000941,2.8e-07,902.91,0.057125
2025-11-10T22:45:00+08:00,buy,105387,0.000949,2.8e-07,802.88,0.058074
2025-11-11T01:55:00+08:00,sell,105941,0.000944,2.8e-07,902.85,0.057129
2025-11-11T05:45:00+08:00,buy,105386,0.000949,2.8e-07,802.82,0.058078
2025-11-11T06:55:00+08:00,sell,106024,0.000943,2.8e-07,902.79,0.057135
2025-11-11T09:15:00+08:00,sell,106722,0.000937,2.8e-07,1002.76,0.056197
2025-11-11T09:20:00+08:00,sell,107424,0.000931,2.8e-07,1102.73,0.055266
2025-11-11T09:30:00+08:00,buy,106717,0.000937,2.8e-07,1002.7,0.056203
2025-11-11T12:10:00+08:00,buy,106178,0.000942,2.8e-07,902.67,0.057144
2025-11-11T13:00:00+08:00,buy,105647,0.000947,2.8e-07,802.64,0.058091
2025-11-11T14:05:00+08:00,buy,104924,0.000953,2.9e-07,702.61,0.059044
2025-11-11T17:40:00+08:00,sell,105449,0.000948,2.8e-07,802.58,0.058095
2025-11-11T17:55:00+08:00,buy,104922,0.000953,2.9e-07,702.55,0.059048
2025-11-11T19:40:00+08:00,sell,105447,0.000948,2.8e-07,802.52,0.058099
2025-11-11T20:35:00+08:00,buy,104920,0.000953,2.9e-07,702.49,0.059052
2025-11-11T20:50:00+08:00,buy,104395,0.000958,2.9e-07,602.46,0.06001
2025-11-11T22:50:00+08:00,buy,103873,0.000963,2.9e-07,502.43,0.060972
2025-11-11T22:55:00+08:00,sell,104392,0.000958,2.9e-07,602.4,0.060014
2025-11-11T23:35:00+08:00,buy,103353,0.000968,2.9e-07,502.37,0.060981
2025-11-12T04:10:00+08:00,buy,102789,0.000973,2.9e-07,402.34,0.061954
2025-11-12T08:00:00+08:00,sell,103303,0.000968,2.9e-07,502.31,0.060985
2025-11-12T16:25:00+08:00,sell,103820,0.000963,2.9e-07,602.28,0.060022
2025-11-12T17:05:00+08:00,sell,104465,0.000957,2.9e-07,702.25,0.059064
2025-11-12T19:00:00+08:00,sell,104987,0.000952,2.9e-07,802.22,0.058111
2025-11-12T22:45:00+08:00,buy,104462,0.000957,2.9e-07,702.19,0.059068
2025-11-12T22:50:00+08:00,buy,103940,0.000962,2.9e-07,602.16,0.06003
2025-11-12T23:40:00+08:00,buy,102687,0.000974,2.9e-07,502.13,0.061004
2025-11-13T00:10:00+08:00,buy,101317,0.000987,3e-07,402.1,0.06199
2025-11-13T05:10:00+08:00,sell,101824,0.000982,2.9e-07,502.07,0.061008
2025-11-13T09:10:00+08:00,sell,102492,0.000976,2.9e-07,602.04,0.060032
2025-11-13T11:05:00+08:00,buy,101945,0.000981,2.9e-07,502.01,0.061013
2025-11-13T11:10:00+08:00,buy,101401,0.000986,3e-07,401.98,0.061999
2025-11-13T11:25:00+08:00,sell,101942,0.000981,2.9e-07,501.95,0.061017
2025-11-13T11:35:00+08:00,sell,102486,0.000976,2.9e-07,601.92,0.060041
2025-11-13T13:10:00+08:00,buy,101911,0.000981,2.9e-07,501.89,0.061022
2025-11-13T13:35:00+08:00,sell,102483,0.000976,2.9e-07,601.86,0.060046
2025-11-13T13:50:00+08:00,sell,103058,0.00097,2.9e-07,701.83,0.059076
2025-11-13T15:00:00+08:00,sell,103631,0.000965,2.9e-07,801.8,0.05811
2025-11-13T17:05:00+08:00,buy,103113,0.00097,2.9e-07,701.77,0.05908
2025-11-13T17:10:00+08:00,buy,102597,0.000975,2.9e-07,601.74,0.060054
2025-11-13T17:20:00+08:00,sell,103110,0.00097,2.9e-07,701.71,0.059084
2025-11-13T21:25:00+08:00,buy,102594,0.000975,2.9e-07,601.68,0.060059
2025-11-13T22:35:00+08:00,buy,101937,0.000981,2.9e-07,501.65,0.061039
2025-11-13T22:50:00+08:00,sell,102590,0.000975,2.9e-07,601.62,0.060064
2025-11-13T23:55:00+08:00,buy,101206,0.000988,3e-07,501.59,0.061052
2025-11-14T01:35:00+08:00,buy,100139,0.000999,3e-07,401.56,0.06205
2025-11-14T02:05:00+08:00,buy,99413,0.001006,3e-07,301.53,0.063056
2025-11-14T02:30:00+08:00,buy,98693,0.001013,3e-07,201.5,0.064069
2025-11-14T06:20:00+08:00,sell,99407,0.001006,3e-07,301.47,0.063063
2025-11-14T07:10:00+08:00,sell,100079,0.000999,3e-07,401.44,0.062063
2025-11-14T08:05:00+08:00,buy,99139,0.001009,3e-07,301.41,0.063071
2025-11-14T12:30:00+08:00,buy,98511,0.001015,3e-07,201.38,0.064086
2025-11-14T12:35:00+08:00,buy,97887,0.001022,3.1e-07,101.35,0.065108
2025-11-14T12:40:00+08:00,buy,97267,0.001028,3.1e-07,1.32,0.066135
2025-11-14T12:45:00+08:00,sell,97883,0.001022,3.1e-07,101.29,0.065113
2025-11-14T12:50:00+08:00,buy,97263,0.001028,3.1e-07,1.26,0.066141
2025-11-14T12:55:00+08:00,sell,97879,0.001022,3.1e-07,101.23,0.065119
2025-11-14T14:15:00+08:00,buy,96958,0.001031,3.1e-07,1.2,0.06615
2025-11-14T22:35:00+08:00,sell,96263,0.001039,3.1e-07,101.17,0.065111
2025-11-15T01:00:00+08:00,sell,97074,0.00103,3.1e-07,201.14,0.064081
2025-11-15T01:45:00+08:00,buy,96256,0.001039,3.1e-07,101.11,0.065119
2025-11-15T02:40:00+08:00,buy,95509,0.001047,3.1e-07,1.08,0.066166
2025-11-15T06:00:00+08:00,sell,95141,0.001051,3.2e-07,101.05,0.065115
2025-11-15T07:05:00+08:00,buy,94026,0.001064,3.2e-07,1.02,0.066178
2025-11-15T08:25:00+08:00,sell,95402,0.001048,3.1e-07,100.99,0.065129
2025-11-15T10:40:00+08:00,sell,96154,0.00104,3.1e-07,200.96,0.064089
2025-11-15T16:50:00+08:00,buy,95662,0.001045,3.1e-07,100.93,0.065134
2025-11-15T21:20:00+08:00,sell,96140,0.00104,3.1e-07,200.9,0.064094
2025-11-16T04:20:00+08:00,buy,95659,0.001045,3.1e-07,100.87,0.065139
2025-11-16T04:50:00+08:00,buy,95181,0.001051,3.2e-07,0.84,0.066189
2025-11-16T05:15:00+08:00,sell,95657,0.001045,3.1e-07,100.81,0.065143
2025-11-16T05:40:00+08:00,buy,95179,0.001051,3.2e-07,0.78,0.066194
2025-11-16T08:00:00+08:00,sell,95655,0.001045,3.1e-07,100.75,0.065148
2025-11-16T09:00:00+08:00,buy,95162,0.001051,3.2e-07,0.72,0.066198
2025-11-16T10:55:00+08:00,sell,95907,0.001043,3.1e-07,100.69,0.065155
2025-11-16T17:50:00+08:00,sell,96387,0.001037,3.1e-07,200.66,0.064118
2025-11-16T19:10:00+08:00,buy,95905,0.001043,3.1e-07,100.63,0.06516
2025-11-16T21:35:00+08:00,buy,95244,0.00105,3.1e-07,0.6,0.06621
2025-11-17T02:10:00+08:00,sell,95350,0.001049,3.1e-07,100.57,0.065161
2025-11-17T02:15:00+08:00,buy,94706,0.001056,3.2e-07,0.54,0.066216
2025-11-17T06:25:00+08:00,sell,93670,0.001068,3.2e-07,100.51,0.065148
2025-11-17T06:45:00+08:00,sell,94148,0.001062,3.2e-07,200.48,0.064086
2025-11-17T10:00:00+08:00,sell,94646,0.001057,3.2e-07,300.45,0.063029
2025-11-17T10:10:00+08:00,sell,95147,0.001051,3.2e-07,400.42,0.061978
2025-11-17T15:40:00+08:00,sell,95699,0.001045,3.1e-07,500.39,0.060932
2025-11-17T21:00:00+08:00,buy,95221,0.00105,3.2e-07,400.36,0.061982
2025-11-17T21:25:00+08:00,buy,94745,0.001055,3.2e-07,300.33,0.063037
2025-11-17T21:30:00+08:00,buy,94271,0.001061,3.2e-07,200.3,0.064098
2025-11-17T21:45:00+08:00,buy,93800,0.001066,3.2e-07,100.27,0.065164
2025-11-17T22:30:00+08:00,sell,94766,0.001055,3.2e-07,200.24,0.064108
2025-11-17T22:35:00+08:00,sell,95742,0.001044,3.1e-07,300.21,0.063063
2025-11-17T22:50:00+08:00,buy,94756,0.001055,3.2e-07,200.18,0.064118
2025-11-18T00:05:00+08:00,buy,93492,0.00107,3.2e-07,100.15,0.065188
2025-11-18T02:25:00+08:00,buy,92466,0.001081,3.2e-07,0.12,0.066269
2025-11-18T07:00:00+08:00,sell,92251,0.001084,3.3e-07,100.09,0.065184
2025-11-18T08:35:00+08:00,buy,91790,0.001089,3.3e-07,0.06,0.066273
2025-11-18T10:25:00+08:00,sell,91678,0.001091,3.3e-07,100.03,0.065182
2025-11-18T22:30:00+08:00,sell,92243,0.001084,3.3e-07,200.0,0.064098
2025-11-18T22:40:00+08:00,buy,91675,0.001091,3.3e-07,99.97,0.065188
2025-11-18T23:20:00+08:00,sell,92884,0.001077,3.2e-07,199.94,0.064112
2025-11-19T02:05:00+08:00,sell,93747,0.001067,3.2e-07,299.91,0.063044
2025-11-19T03:55:00+08:00,buy,92996,0.001075,3.2e-07,199.88,0.064119
2025-11-19T08:15:00+08:00,buy,92489,0.001081,3.2e-07,99.85,0.0652
2025-11-19T15:00:00+08:00,sell,90910,0.0011,3.3e-07,199.82,0.0641
2025-11-19T15:30:00+08:00,sell,91478,0.001093,3.3e-07,299.79,0.063007
2025-11-19T23:15:00+08:00,sell,92361,0.001083,3.2e-07,399.76,0.061924
2025-11-19T23:20:00+08:00,buy,91470,0.001093,3.3e-07,299.73,0.063016
2025-11-19T23:40:00+08:00,buy,90587,0.001104,3.3e-07,199.7,0.06412
2025-11-20T01:00:00+08:00,buy,89718,0.001115,3.3e-07,99.67,0.065234
2025-11-20T04:25:00+08:00,sell,89330,0.001119,3.4e-07,199.64,0.064115
2025-11-20T05:20:00+08:00,sell,90159,0.001109,3.3e-07,299.61,0.063005
2025-11-20T07:00:00+08:00,sell,90843,0.001101,3.3e-07,399.58,0.061904
2025-11-20T07:20:00+08:00,sell,91532,0.001093,3.3e-07,499.55,0.060811
2025-11-20T09:05:00+08:00,sell,92198,0.001085,3.3e-07,599.52,0.059726
2025-11-20T12:55:00+08:00,sell,92897,0.001076,3.2e-07,699.49,0.058649
2025-11-20T14:20:00+08:00,buy,92433,0.001082,3.2e-07,599.46,0.059731
2025-11-20T14:40:00+08:00,buy,91971,0.001087,3.3e-07,499.43,0.060818
2025-11-20T22:05:00+08:00,buy,91009,0.001099,3.3e-07,399.4,0.061916
2025-11-21T00:00:00+08:00,buy,89886,0.001113,3.3e-07,299.37,0.063028
2025-11-21T00:10:00+08:00,buy,88777,0.001126,3.4e-07,199.34,0.064155
2025-11-21T00:55:00+08:00,buy,87682,0.00114,3.4e-07,99.31,0.065295
2025-11-21T05:20:00+08:00,sell,87442,0.001144,3.4e-07,199.28,0.064151
2025-11-21T07:55:00+08:00,buy,86619,0.001154,3.5e-07,99.25,0.065305
2025-11-21T09:00:00+08:00,sell,87385,0.001144,3.4e-07,199.22,0.06416
2025-11-21T10:05:00+08:00,buy,86728,0.001153,3.5e-07,99.19,0.065313
2025-11-21T15:35:00+08:00,sell,83894,0.001192,3.6e-07,199.16,0.064121
2025-11-21T15:40:00+08:00,sell,84339,0.001186,3.6e-07,299.13,0.062934
2025-11-21T15:45:00+08:00,buy,83891,0.001192,3.6e-07,199.1,0.064126
2025-11-21T15:50:00+08:00,sell,84336,0.001186,3.6e-07,299.07,0.06294
2025-11-21T15:55:00+08:00,buy,83889,0.001192,3.6e-07,199.04,0.064132
2025-11-21T17:30:00+08:00,buy,82798,0.001208,3.6e-07,99.01,0.065339
2025-11-21T20:35:00+08:00,sell,81941,0.00122,3.7e-07,198.98,0.064118
2025-11-21T20:40:00+08:00,sell,82791,0.001208,3.6e-07,298.95,0.06291
2025-11-21T22:30:00+08:00,sell,84219,0.001187,3.6e-07,398.92,0.061722
2025-11-22T00:00:00+08:00,buy,82952,0.001206,3.6e-07,298.89,0.062928
2025-11-22T00:50:00+08:00,sell,84200,0.001188,3.6e-07,398.86,0.06174
2025-11-22T05:40:00+08:00,sell,85380,0.001171,3.5e-07,498.83,0.060568
2025-11-22T06:30:00+08:00,buy,84714,0.00118,3.5e-07,398.8,0.061748
2025-11-22T08:05:00+08:00,sell,85409,0.001171,3.5e-07,498.77,0.060577
2025-11-22T08:50:00+08:00,buy,84708,0.001181,3.5e-07,398.74,0.061757
2025-11-22T12:00:00+08:00,buy,84233,0.001187,3.6e-07,298.71,0.062944
2025-11-22T14:30:00+08:00,sell,84698,0.001181,3.5e-07,398.68,0.061763
2025-11-22T16:15:00+08:00,buy,84275,0.001187,3.6e-07,298.65,0.062949
2025-11-22T17:40:00+08:00,buy,83680,0.001195,3.6e-07,198.62,0.064144
2025-11-22T19:25:00+08:00,sell,84262,0.001187,3.6e-07,298.59,0.062957
2025-11-22T20:25:00+08:00,buy,83663,0.001195,3.6e-07,198.56,0.064152
2025-11-22T22:10:00+08:00,sell,84310,0.001186,3.6e-07,298.53,0.062965
2025-11-23T00:40:00+08:00,sell,84732,0.00118,3.5e-07,398.5,0.061785
2025-11-23T04:50:00+08:00,buy,84308,0.001186,3.6e-07,298.47,0.06297
2025-11-23T06:35:00+08:00,sell,84730,0.00118,3.5e-07,398.44,0.06179
2025-11-23T06:50:00+08:00,sell,85154,0.001174,3.5e-07,498.41,0.060615
2025-11-23T09:35:00+08:00,sell,85675,0.001167,3.5e-07,598.38,0.059448
2025-11-23T10:40:00+08:00,sell,86297,0.001159,3.5e-07,698.35,0.058288
2025-11-23T12:20:00+08:00,sell,86806,0.001152,3.5e-07,798.32,0.057136
2025-11-23T13:15:00+08:00,buy,86372,0.001158,3.5e-07,698.29,0.058293
2025-11-23T14:50:00+08:00,buy,85940,0.001164,3.5e-07,598.26,0.059457
2025-11-23T15:25:00+08:00,buy,85510,0.001169,3.5e-07,498.23,0.060626
2025-11-23T16:10:00+08:00,sell,86050,0.001162,3.5e-07,598.2,0.059463
2025-11-23T20:05:00+08:00,sell,86490,0.001156,3.5e-07,698.17,0.058307
2025-11-23T23:55:00+08:00,sell,87172,0.001147,3.4e-07,798.14,0.057159
2025-11-24T00:55:00+08:00,buy,86736,0.001153,3.5e-07,698.11,0.058312
2025-11-24T02:40:00+08:00,sell,87221,0.001147,3.4e-07,798.08,0.057165
2025-11-24T05:50:00+08:00,sell,87856,0.001138,3.4e-07,898.05,0.056026
2025-11-24T07:15:00+08:00,buy,87317,0.001145,3.4e-07,798.02,0.057171
2025-11-24T07:35:00+08:00,buy,86781,0.001152,3.5e-07,697.99,0.058323
2025-11-24T08:20:00+08:00,buy,85949,0.001163,3.5e-07,597.96,0.059486
2025-11-24T08:35:00+08:00,sell,86773,0.001152,3.5e-07,697.93,0.058334
2025-11-24T10:00:00+08:00,sell,87457,0.001143,3.4e-07,797.9,0.05719
2025-11-24T12:20:00+08:00,buy,86712,0.001153,3.5e-07,697.87,0.058343
2025-11-24T13:25:00+08:00,sell,87749,0.00114,3.4e-07,797.84,0.057203
2025-11-24T15:00:00+08:00,buy,87079,0.001148,3.4e-07,697.81,0.058351
2025-11-24T17:05:00+08:00,buy,86580,0.001155,3.5e-07,597.78,0.059506
2025-11-24T17:20:00+08:00,buy,86084,0.001162,3.5e-07,497.75,0.060667
2025-11-24T22:50:00+08:00,buy,85439,0.00117,3.5e-07,397.72,0.061837
2025-11-24T22:55:00+08:00,sell,86079,0.001162,3.5e-07,497.69,0.060675
2025-11-25T00:00:00+08:00,sell,87105,0.001148,3.4e-07,597.66,0.059527
2025-11-25T01:55:00+08:00,sell,88057,0.001136,3.4e-07,697.63,0.058391
2025-11-25T03:00:00+08:00,sell,88577,0.001129,3.4e-07,797.6,0.057261
2025-11-25T04:50:00+08:00,sell,89200,0.001121,3.4e-07,897.57,0.05614
2025-11-25T06:20:00+08:00,buy,88754,0.001127,3.4e-07,797.54,0.057266
2025-11-25T07:45:00+08:00,buy,88310,0.001132,3.4e-07,697.51,0.058398
2025-11-25T08:30:00+08:00,buy,87868,0.001138,3.4e-07,597.48,0.059536
2025-11-25T12:50:00+08:00,sell,88392,0.001131,3.4e-07,697.45,0.058404
2025-11-25T14:25:00+08:00,buy,87950,0.001137,3.4e-07,597.42,0.059541
2025-11-25T15:50:00+08:00,buy,87510,0.001143,3.4e-07,497.39,0.060683
2025-11-25T16:55:00+08:00,buy,87019,0.001149,3.4e-07,397.36,0.061832
2025-11-25T19:35:00+08:00,sell,87510,0.001143,3.4e-07,497.33,0.060689
2025-11-25T21:45:00+08:00,buy,86932,0.00115,3.5e-07,397.3,0.061839
2025-11-25T22:45:00+08:00,buy,86254,0.001159,3.5e-07,297.27,0.062998
2025-11-26T01:00:00+08:00,sell,86871,0.001151,3.5e-07,397.24,0.061847
2025-11-26T01:10:00+08:00,sell,87492,0.001143,3.4e-07,497.21,0.060703
2025-11-26T01:40:00+08:00,sell,88118,0.001135,3.4e-07,597.18,0.059568
2025-11-26T03:00:00+08:00,buy,87493,0.001143,3.4e-07,497.15,0.060711
2025-11-26T03:05:00+08:00,buy,86872,0.001151,3.5e-07,397.12,0.061862
2025-11-26T03:25:00+08:00,buy,86256,0.001159,3.5e-07,297.09,0.063021
2025-11-26T03:50:00+08:00,sell,86868,0.001151,3.5e-07,397.06,0.061869
2025-11-26T06:35:00+08:00,sell,87399,0.001144,3.4e-07,497.03,0.060724
2025-11-26T09:35:00+08:00,sell,87991,0.001136,3.4e-07,597.0,0.059588
2025-11-26T11:30:00+08:00,buy,87542,0.001142,3.4e-07,496.97,0.06073
2025-11-26T11:50:00+08:00,buy,87095,0.001148,3.4e-07,396.94,0.061877
2025-11-26T13:20:00+08:00,sell,87609,0.001141,3.4e-07,496.91,0.060736
2025-11-26T17:20:00+08:00,buy,87171,0.001147,3.4e-07,396.88,0.061883
2025-11-26T18:30:00+08:00,buy,86735,0.001153,3.5e-07,296.85,0.063035
2025-11-26T20:00:00+08:00,sell,87169,0.001147,3.4e-07,396.82,0.061888
2025-11-26T20:05:00+08:00,buy,86733,0.001153,3.5e-07,296.79,0.06304
2025-11-26T22:10:00+08:00,sell,87298,0.001146,3.4e-07,396.76,0.061894
2025-11-27T01:25:00+08:00,sell,88001,0.001136,3.4e-07,496.73,0.060758
2025-11-27T01:30:00+08:00,sell,88710,0.001127,3.4e-07,596.7,0.05963
2025-11-27T01:40:00+08:00,sell,89424,0.001118,3.4e-07,696.67,0.058511
2025-11-27T04:25:00+08:00,sell,90043,0.001111,3.3e-07,796.64,0.057401
2025-11-27T06:10:00+08:00,sell,90611,0.001104,3.3e-07,896.61,0.056297
2025-11-27T08:10:00+08:00,buy,90158,0.001109,3.3e-07,796.58,0.057405
2025-11-27T09:00:00+08:00,sell,90609,0.001104,3.3e-07,896.55,0.056301
2025-11-27T09:55:00+08:00,sell,91062,0.001098,3.3e-07,996.52,0.055203
2025-11-27T10:40:00+08:00,sell,91809,0.001089,3.3e-07,1096.49,0.054113
2025-11-27T12:00:00+08:00,buy,91271,0.001096,3.3e-07,996.46,0.055209
2025-11-27T17:15:00+08:00,sell,91727,0.00109,3.3e-07,1096.43,0.054118
2025-11-27T20:15:00+08:00,buy,91268,0.001096,3.3e-07,996.4,0.055214
2025-11-27T21:10:00+08:00,buy,90812,0.001101,3.3e-07,896.37,0.056314
2025-11-28T00:35:00+08:00,sell,91389,0.001094,3.3e-07,996.34,0.05522
2025-11-28T09:10:00+08:00,buy,90932,0.0011,3.3e-07,896.31,0.056319
2025-11-28T12:10:00+08:00,sell,91387,0.001094,3.3e-07,996.28,0.055225
2025-11-28T15:50:00+08:00,buy,90930,0.0011,3.3e-07,896.25,0.056324
2025-11-28T16:50:00+08:00,sell,91385,0.001094,3.3e-07,996.22,0.055229
